State,KodPAR,const_name,coallition,candidate_name,party,winlose,won_party,won_coallition,majority,votes,voted_voters,votes_pct,total_voters,turnout_rate,malay,chinese,indian,others,muslim_bumi,nonmuslim_bumi,sabah_bumi,early,postal
Johor,160,Johor Bahru,PH,Akmal Nasrullah Mohd Nasir,PKR,win,PKR,PH,19782,50052,80322,62.31,101409,79.21,53,41,5,1,0,0,0,1546,46
Johor,160,Johor Bahru,BN,Sharir Ab Samad,BN,lose,PKR,PH,19782,30270,80322,37.69,101409,79.21,53,41,5,1,0,0,0,1546,46
Johor,161,Pulai,PH,Salahuddin Ayub,PKR,win,PKR,PH,28924,55447,86893,63.81,106268,81.77,49,39,10,1,0,0,0,1779,41
Johor,161,Pulai,BN,Nur Jazlan Mohamed,BN,lose,PKR,PH,28924,26523,86893,30.52,106268,81.77,49,39,10,1,0,0,0,1779,41
Johor,161,Pulai,GS,Mohd Mazri Yahya,PAS,lose,PKR,PH,28924,4332,86893,4.99,106268,81.77,49,39,10,1,0,0,0,1779,41
Johor,161,Pulai,Others,Yap Keng Tak,IND,lose,PKR,PH,28924,591,86893,0.68,106268,81.77,49,39,10,1,0,0,0,1779,41
Johor,162,Iskandar Puteri,PH,Lim Kit Siang,PKR,win,PKR,PH,44864,80726,116588,69.24,138299,84.3,37,50,12,1,0,0,0,920,29
Johor,162,Iskandar Puteri,BN,Teoh Sew Hock,BN,lose,PKR,PH,44864,35862,116588,30.76,138299,84.3,37,50,12,1,0,0,0,920,29
Johor,163,Kulai,PH,Teo Nie Ching,PKR,win,PKR,PH,32748,55312,84543,65.42,99147,85.27,35,54,10,1,0,0,0,738,23
Johor,163,Kulai,BN,Tang Nai Soon,BN,lose,PKR,PH,32748,22564,84543,26.69,99147,85.27,35,54,10,1,0,0,0,738,23
Johor,163,Kulai,GS,Juwahir Amin,PAS,lose,PKR,PH,32748,6667,84543,7.89,99147,85.27,35,54,10,1,0,0,0,738,23
Johor,164,Pontian,BN,Ahmad Maslan,BN,win,BN,BN,833,21132,45726,46.21,55570,82.29,69,30,1,0,0,0,0,100,9
Johor,164,Pontian,PH,Karmaine Sardini,PKR,lose,BN,BN,833,20299,45726,44.39,55570,82.29,69,30,1,0,0,0,0,100,9
Johor,164,Pontian,GS,Baharom Mohamad,PAS,lose,BN,BN,833,4295,45726,9.39,55570,82.29,69,30,1,0,0,0,0,100,9
Johor,165,Tanjung Piai,PH,Md Farid Md Rafik,PKR,win,PKR,PH,524,21255,44948,47.29,53528,83.97,57,42,1,0,0,0,0,334,8
Johor,165,Tanjung Piai,BN,Wee Jeck Seng,BN,lose,PKR,PH,524,20731,44948,46.12,53528,83.97,57,42,1,0,0,0,0,334,8
Johor,165,Tanjung Piai,GS,Nordin Othman,PAS,lose,PKR,PH,524,2962,44948,6.59,53528,83.97,57,42,1,0,0,0,0,334,8
W.P. Labuan,166,Labuan,BN,Rozman Isli,BN,win,BN,BN,1450,10164,21358,47.59,28356,75.32,44,21,0,5,0,0,30,26042,2309
W.P. Labuan,166,Labuan,PH,Noor Halim Zaini,WARISAN,lose,BN,BN,1450,8714,21358,40.8,28356,75.32,44,21,0,5,0,0,30,26042,2309
W.P. Labuan,166,Labuan,GS,Ahmad Junid @ Junit B. Modh Aling @ Aling,PAS,lose,BN,BN,1450,1555,21358,7.28,28356,75.32,44,21,0,5,0,0,30,26042,2309
W.P. Labuan,166,Labuan,HR,Siti Zaleha S.W.Ibrahim,HR,lose,BN,BN,1450,925,21358,4.33,28356,75.32,44,21,0,5,0,0,30,26042,2309
Sabah,167,Kudat,BN,Abdul Rahim Bakri,BN,win,BN,BN,1359,18503,37079,49.9,52251,70.96,8,10,0,10,0,0,73,51692,559
Sabah,167,Kudat,PH,Sh Azman Sh Along,WARISAN,lose,BN,BN,1359,17144,37079,46.24,52251,70.96,8,10,0,10,0,0,73,51692,559
Sabah,167,Kudat,PPRS,Mohd Ashraf Chin Abdullah,PPRS,lose,BN,BN,1359,1432,37079,3.86,52251,70.96,8,10,0,10,0,0,73,51692,559
Sabah,168,Kota Marudu,BN,Johnity @ Maximus Ongkili,BN,win,BN,BN,1774,13033,33906,38.44,47007,72.13,5,3,0,2,0,0,91,46825,182
Sabah,168,Kota Marudu,HR,Maijol Mahap,HR,lose,BN,BN,1774,11259,33906,33.21,47007,72.13,5,3,0,2,0,0,91,46825,182
Sabah,168,Kota Marudu,PH,Barlus Mangabis,WARISAN,lose,BN,BN,1774,7113,33906,20.98,47007,72.13,5,3,0,2,0,0,91,46825,182
Sabah,168,Kota Marudu,PCS,Paul Porodong,PCS,lose,BN,BN,1774,2501,33906,7.38,47007,72.13,5,3,0,2,0,0,91,46825,182
Sabah,169,Kota Belud,PH,Isnaraissah Munirah Majilis @ Fakharudy,WARISAN,win,WARISAN,PH,4262,23429,46098,50.82,57919,79.59,5,2,0,3,0,0,90,57560,357
Sabah,169,Kota Belud,BN,Salleh Said Keruak,BN,lose,WARISAN,PH,4262,19167,46098,41.58,57919,79.59,5,2,0,3,0,0,90,57560,357
Sabah,169,Kota Belud,HR,Miasin @ Aimaduddin Mion,HR,lose,WARISAN,PH,4262,2092,46098,4.54,57919,79.59,5,2,0,3,0,0,90,57560,357
Sabah,169,Kota Belud,GS,Laiman Ikin @ Ag Laiman B. Kakimin,PAS,lose,WARISAN,PH,4262,1410,46098,3.06,57919,79.59,5,2,0,3,0,0,90,57560,357
Sabah,170,Tuaran,BN,Wilfred Madius Tangau,BN,win,BN,BN,7624,22494,43643,51.54,54400,80.23,6,6,0,2,0,0,87,54206,192
Sabah,170,Tuaran,PH,Chrisnadia Sinam,PKR,lose,BN,BN,7624,14870,43643,34.07,54400,80.23,6,6,0,2,0,0,87,54206,192
Sabah,170,Tuaran,PCS,Kalakau @ Kalakan Untol @ Entol,PCS,lose,BN,BN,7624,2611,43643,5.98,54400,80.23,6,6,0,2,0,0,87,54206,192
Sabah,170,Tuaran,HR,Syra Peter @ P Gom,HR,lose,BN,BN,7624,2311,43643,5.3,54400,80.23,6,6,0,2,0,0,87,54206,192
Sabah,170,Tuaran,GS,Paumin @ Mohd Aminuddin Aling,PAS,lose,BN,BN,7624,1357,43643,3.11,54400,80.23,6,6,0,2,0,0,87,54206,192
Sabah,171,Sepanggar,PH,Mohd Azis Jamman,WARISAN,win,WARISAN,PH,12984,28420,47785,59.47,62415,76.56,19,20,0,6,0,0,55,59390,3014
Sabah,171,Sepanggar,BN,Abd Rahman Dahlan,BN,lose,WARISAN,PH,12984,15436,47785,32.3,62415,76.56,19,20,0,6,0,0,55,59390,3014
Sabah,171,Sepanggar,Others,Jeffrey Kumin,SAPP,lose,WARISAN,PH,12984,2958,47785,6.19,62415,76.56,19,20,0,6,0,0,55,59390,3014
Sabah,171,Sepanggar,PCS,Robert Sopining,PCS,lose,WARISAN,PH,12984,971,47785,2.03,62415,76.56,19,20,0,6,0,0,55,59390,3014
Sabah,172,Kota Kinabalu,PH,Chan Foong Hin,DAP,win,DAP,PH,24086,31632,42310,74.76,56220,75.26,8,64,0,4,0,0,25,54696,1512
Sabah,172,Kota Kinabalu,BN,Lee Han Kyun @ Joseph Lee,BN,lose,DAP,PH,24086,7546,42310,17.84,56220,75.26,8,64,0,4,0,0,25,54696,1512
Sabah,172,Kota Kinabalu,Others,Yong Teck Lee,SAPP,lose,DAP,PH,24086,3132,42310,7.4,56220,75.26,8,64,0,4,0,0,25,54696,1512
Sabah,173,Putatan,PH,Awang Husaini Sahari,PKR,win,PKR,PH,2339,14106,30790,45.81,41312,74.53,24,16,0,7,0,0,53,37567,3740
Sabah,173,Putatan,BN,Makin @ Marcus Majigoh,BN,lose,PKR,PH,2339,11767,30790,38.22,41312,74.53,24,16,0,7,0,0,53,37567,3740
Sabah,173,Putatan,GS,Zulzaim Hilmee Abidin,PAS,lose,PKR,PH,2339,2434,30790,7.91,41312,74.53,24,16,0,7,0,0,53,37567,3740
Sabah,173,Putatan,HR,Jivol @ Edmund Doudilim,HR,lose,PKR,PH,2339,1755,30790,5.7,41312,74.53,24,16,0,7,0,0,53,37567,3740
Sabah,173,Putatan,ANAKNEGERI,Mil Kusin Abdillah,ANAKNEGERI,lose,PKR,PH,2339,728,30790,2.36,41312,74.53,24,16,0,7,0,0,53,37567,3740
Sabah,174,Penampang,PH,Darell Leiking,WARISAN,win,WARISAN,PH,23473,32470,43108,75.32,53131,81.14,6,35,0,2,0,0,57,51097,2027
Sabah,174,Penampang,BN,Caesar Mandela Malakun,BN,lose,WARISAN,PH,23473,8997,43108,20.87,53131,81.14,6,35,0,2,0,0,57,51097,2027
Sabah,174,Penampang,SOLIDARITI,Cleftus Stephen Spine,SOLIDARITI,lose,WARISAN,PH,23473,1196,43108,2.77,53131,81.14,6,35,0,2,0,0,57,51097,2027
Sabah,174,Penampang,ANAKNEGERI,Edwin @ Jack Bosi,ANAKNEGERI,lose,WARISAN,PH,23473,445,43108,1.03,53131,81.14,6,35,0,2,0,0,57,51097,2027
Sabah,175,Papar,PH,Ahmad Hassan,WARISAN,win,WARISAN,PH,325,17394,35836,48.54,43586,82.22,11,8,0,5,0,0,76,42684,899
Sabah,175,Papar,BN,Rosnah Abd Rashid Shirlin,BN,lose,WARISAN,PH,325,17069,35836,47.63,43586,82.22,11,8,0,5,0,0,76,42684,899
Sabah,175,Papar,SOLIDARITI,Jamil William Core,SOLIDARITI,lose,WARISAN,PH,325,892,35836,2.49,43586,82.22,11,8,0,5,0,0,76,42684,899
Sabah,175,Papar,PCS,Elbert Sikuil,PCS,lose,WARISAN,PH,325,481,35836,1.34,43586,82.22,11,8,0,5,0,0,76,42684,899
Sabah,176,Kimanis,BN,Anifah Aman ,BN,win,BN,BN,156,11942,25028,47.71,29618,84.5,12,4,0,5,0,0,79,29607,9
Sabah,176,Kimanis,PH,Karim Bujang,WARISAN,lose,BN,BN,156,11786,25028,47.09,29618,84.5,12,4,0,5,0,0,79,29607,9
Sabah,176,Kimanis,HR,Jaafar Ismail,HR,lose,BN,BN,156,1300,25028,5.19,29618,84.5,12,4,0,5,0,0,79,29607,9
Sabah,177,Beaufort,BN,Azizah Mohd Dun,BN,win,BN,BN,3331,11354,27212,41.72,33342,81.61,9,7,0,3,0,0,81,33142,199
Sabah,177,Beaufort,HR,Lajim Ukin,HR,lose,BN,BN,3331,8023,27212,29.48,33342,81.61,9,7,0,3,0,0,81,33142,199
Sabah,177,Beaufort,PH,Johan @ Christopher Ot Ghani,PKR,lose,BN,BN,3331,7835,27212,28.79,33342,81.61,9,7,0,3,0,0,81,33142,199
Sabah,178,Sipitang,BN,Yamani Hafez Musa,BN,win,BN,BN,852,12038,24771,48.6,31882,77.7,11,4,0,3,0,0,82,31739,143
Sabah,178,Sipitang,PH,Noor Hayaty Mustapha,WARISAN,lose,BN,BN,852,11186,24771,45.16,31882,77.7,11,4,0,3,0,0,82,31739,143
Sabah,178,Sipitang,HR,Dayang Aezzy Liman,HR,lose,BN,BN,852,1547,24771,6.25,31882,77.7,11,4,0,3,0,0,82,31739,143
Sabah,179,Ranau,PH,Jonathan Yasin,PKR,win,PKR,PH,1076,14880,32942,45.17,43706,75.37,4,2,0,1,0,0,93,43531,175
Sabah,179,Ranau,BN,Ewon Ebin,BN,lose,PKR,PH,1076,13804,32942,41.9,43706,75.37,4,2,0,1,0,0,93,43531,175
Sabah,179,Ranau,SOLIDARITI,Soudi @ Sami Andang,SOLIDARITI,lose,PKR,PH,1076,3148,32942,9.56,43706,75.37,4,2,0,1,0,0,93,43531,175
Sabah,179,Ranau,PCS,Andau Yasun @ Bruno,PCS,lose,PKR,PH,1076,1110,32942,3.37,43706,75.37,4,2,0,1,0,0,93,43531,175
Sabah,180,Keningau,SOLIDARITI,Jeffrey Kitingan,SOLIDARITI,win,SOLIDARITI,SOLIDARITI,45,13286,40149,33.09,51177,78.45,6,10,0,2,0,0,82,50888,285
Sabah,180,Keningau,PH,Jikulin Nointin @ Anastasius,WARISAN,lose,SOLIDARITI,SOLIDARITI,45,13241,40149,32.98,51177,78.45,6,10,0,2,0,0,82,50888,285
Sabah,180,Keningau,BN,Daniel Kinsik,BN,lose,SOLIDARITI,SOLIDARITI,45,12742,40149,31.74,51177,78.45,6,10,0,2,0,0,82,50888,285
Sabah,180,Keningau,PCS,Jius Awang,PCS,lose,SOLIDARITI,SOLIDARITI,45,433,40149,1.08,51177,78.45,6,10,0,2,0,0,82,50888,285
Sabah,180,Keningau,Others,Maimin Rijan @ Jeffrus Rijan,IND,lose,SOLIDARITI,SOLIDARITI,45,248,40149,0.62,51177,78.45,6,10,0,2,0,0,82,50888,285
Sabah,180,Keningau,Others,Justin Guka,IND,lose,SOLIDARITI,SOLIDARITI,45,199,40149,0.5,51177,78.45,6,10,0,2,0,0,82,50888,285
Sabah,181,Tenom,PH,Noorita Sual,DAP,win,DAP,PH,1133,11363,22238,51.1,29182,76.2,10,11,0,2,0,0,77,29019,160
Sabah,181,Tenom,BN,Rubin Balang,BN,lose,DAP,PH,1133,10230,22238,46,29182,76.2,10,11,0,2,0,0,77,29019,160
Sabah,181,Tenom,HR,Laimoi @ Yuslinah Laikim,HR,lose,DAP,PH,1133,645,22238,2.9,29182,76.2,10,11,0,2,0,0,77,29019,160
Sabah,182,Pensiangan,BN,Arthur Joseph Kurup,BN,win,BN,BN,2314,11783,24368,48.35,31377,77.66,3,2,0,1,0,0,94,31368,9
Sabah,182,Pensiangan,PH,Raymond Ahuar,PKR,lose,BN,BN,2314,9469,24368,38.86,31377,77.66,3,2,0,1,0,0,94,31368,9
Sabah,182,Pensiangan,SOLIDARITI,Joh Jimmy @ Richard Joe Jimmy,SOLIDARITI,lose,BN,BN,2314,2839,24368,11.65,31377,77.66,3,2,0,1,0,0,94,31368,9
Sabah,182,Pensiangan,PCS,Maidin Atak @ Maidin Osman,PCS,lose,BN,BN,2314,212,24368,0.87,31377,77.66,3,2,0,1,0,0,94,31368,9
Sabah,182,Pensiangan,Others,Engah Sintan @ Dahlan Abdullah,IND,lose,BN,BN,2314,65,24368,0.27,31377,77.66,3,2,0,1,0,0,94,31368,9
Sabah,183,Beluran,BN,Ronald Kiandee,BN,win,BN,BN,7115,13007,20698,62.84,28509,72.6,10,1,0,6,0,0,82,28354,155
Sabah,183,Beluran,PH,Japar Zairun,WARISAN,lose,BN,BN,7115,5892,20698,28.47,28509,72.6,10,1,0,6,0,0,82,28354,155
Sabah,183,Beluran,HR,Sipin Kadandi,HR,lose,BN,BN,7115,996,20698,4.81,28509,72.6,10,1,0,6,0,0,82,28354,155
Sabah,183,Beluran,PCS,Toidy Luit,PCS,lose,BN,BN,7115,284,20698,1.37,28509,72.6,10,1,0,6,0,0,82,28354,155
Sabah,183,Beluran,PPRS,Lem @ Salim Matin,PPRS,lose,BN,BN,7115,273,20698,1.32,28509,72.6,10,1,0,6,0,0,82,28354,155
Sabah,183,Beluran,Others,Salimah Oyong,IND,lose,BN,BN,7115,246,20698,1.19,28509,72.6,10,1,0,6,0,0,82,28354,155
Sabah,184,Libaran,BN,Zakaria Mohd Edris @ Tubau,BN,win,BN,BN,678,17799,36143,49.25,47914,75.43,30,17,0,14,0,0,39,46666,1245
Sabah,184,Libaran,PH,Irwanshah Mustapa,WARISAN,lose,BN,BN,678,17121,36143,47.37,47914,75.43,30,17,0,14,0,0,39,46666,1245
Sabah,184,Libaran,HR,Alfian Mansyur,HR,lose,BN,BN,678,1223,36143,3.38,47914,75.43,30,17,0,14,0,0,39,46666,1245
Sabah,185,Batu Sapi,PH,Liew Vui Keong,WARISAN,win,WARISAN,PH,4619,12976,23261,55.78,32574,71.41,20,31,0,10,0,0,39,30371,2203
Sabah,185,Batu Sapi,BN,Tsen Thau Lin,BN,lose,WARISAN,PH,4619,8357,23261,35.93,32574,71.41,20,31,0,10,0,0,39,30371,2203
Sabah,185,Batu Sapi,AMANAH,Hamza A. Abdullah @ Hamzah,AMANAH,lose,WARISAN,PH,4619,980,23261,4.21,32574,71.41,20,31,0,10,0,0,39,30371,2203
Sabah,185,Batu Sapi,GS,Norsah Bongsu,PAS,lose,WARISAN,PH,4619,948,23261,4.08,32574,71.41,20,31,0,10,0,0,39,30371,2203
Sabah,186,Sandakan,PH,Wong Tien Fatt,DAP,win,DAP,PH,10098,19094,28090,67.97,39777,70.62,16,51,0,7,0,0,26,39494,279
Sabah,186,Sandakan,BN,Lim Ming Hoo,BN,lose,DAP,PH,10098,8996,28090,32.03,39777,70.62,16,51,0,7,0,0,26,39494,279
Sabah,187,Kinabatangan,BN,Bung Moktar Radin,BN,win,BN,BN,9478,14465,21518,67.22,28730,74.9,17,1,0,6,0,0,76,28549,181
Sabah,187,Kinabatangan,PH,M A Ghazali Abdul Ghani,WARISAN,lose,BN,BN,9478,4987,21518,23.18,28730,74.9,17,1,0,6,0,0,76,28549,181
Sabah,187,Kinabatangan,HR,Mustapa Tambuyong,HR,lose,BN,BN,9478,2066,21518,9.6,28730,74.9,17,1,0,6,0,0,76,28549,181
Sabah,188,Silam,PH,Mohamaddin Ketapi,WARISAN,win,WARISAN,PH,6401,23352,43040,54.26,60942,70.62,28,11,0,11,0,0,50,59104,1837
Sabah,188,Silam,BN,Nasrun Mansur,BN,lose,WARISAN,PH,6401,16951,43040,39.38,60942,70.62,28,11,0,11,0,0,50,59104,1837
Sabah,188,Silam,GS,Ramli Pataruddin,PAS,lose,WARISAN,PH,6401,1431,43040,3.32,60942,70.62,28,11,0,11,0,0,50,59104,1837
Sabah,188,Silam,HR,Siti Shazianti Ajak,HR,lose,WARISAN,PH,6401,1306,43040,3.03,60942,70.62,28,11,0,11,0,0,50,59104,1837
Sabah,189,Semporna,PH,Mohd Shafie Apdal,WARISAN,win,WARISAN,PH,20674,26809,33426,80.2,48248,69.28,12,2,0,3,0,0,84,47198,1050
Sabah,189,Semporna,BN,Ramlee Marahaban,BN,lose,WARISAN,PH,20674,6135,33426,18.35,48248,69.28,12,2,0,3,0,0,84,47198,1050
Sabah,189,Semporna,GS,Abdul Nasir Ab Raup,PAS,lose,WARISAN,PH,20674,384,33426,1.15,48248,69.28,12,2,0,3,0,0,84,47198,1050
Sabah,189,Semporna,HR,Asmara Asmad,HR,lose,WARISAN,PH,20674,98,33426,0.29,48248,69.28,12,2,0,3,0,0,84,47198,1050
Sabah,190,Tawau,PH,Liew Chin Jin,PKR,win,PKR,PH,4727,21400,42753,50.05,59919,71.35,37,35,0,11,0,0,17,59083,830
Sabah,190,Tawau,BN,Mary Yap Ken Jin,BN,lose,PKR,PH,4727,16673,42753,39,59919,71.35,37,35,0,11,0,0,17,59083,830
Sabah,190,Tawau,GS,Mohamad Husain,PAS,lose,PKR,PH,4727,2518,42753,5.89,59919,71.35,37,35,0,11,0,0,17,59083,830
Sabah,190,Tawau,HR,Alizaman Jijurahman,HR,lose,PKR,PH,4727,2162,42753,5.06,59919,71.35,37,35,0,11,0,0,17,59083,830
Sabah,191,Kalabakan,PH,Ma'Mun Sulaiman,WARISAN,win,WARISAN,PH,3187,18486,36909,50.09,52199,70.71,51,9,0,21,0,0,20,49251,2945
Sabah,191,Kalabakan,BN,Abdul Ghapur Salleh,BN,lose,WARISAN,PH,3187,15299,36909,41.45,52199,70.71,51,9,0,21,0,0,20,49251,2945
Sabah,191,Kalabakan,GS,Nor Aloh,PAS,lose,WARISAN,PH,3187,2813,36909,7.62,52199,70.71,51,9,0,21,0,0,20,49251,2945
Sabah,191,Kalabakan,PPRS,Ahmad Lahama,PPRS,lose,WARISAN,PH,3187,311,36909,0.84,52199,70.71,51,9,0,21,0,0,20,49251,2945
Sarawak,192,Mas Gading,PH,Mordi Bimol,DAP,win,DAP,PH,3024,12771,22518,56.71,29617,76.03,0,18,0,2,5,75,0,335,1
Sarawak,192,Mas Gading,BN,Nogeh Gumbek,BN,lose,DAP,PH,3024,9747,22518,43.29,29617,76.03,0,18,0,2,5,75,0,335,1
Sarawak,193,Santubong,BN,Wan Junaidi Tuanku Jaafar,BN,win,BN,BN,19485,26379,33273,79.28,45628,72.92,0,8,0,0,81,11,0,184,3
Sarawak,193,Santubong,PH,Mohamad Fidzuan Zaidi,PKR,lose,BN,BN,19485,6894,33273,20.72,45628,72.92,0,8,0,0,81,11,0,184,3
Sarawak,194,Petra Jaya,BN,Fadillah Yusof,BN,win,BN,BN,15017,28306,42945,65.91,57925,74.14,0,13,0,1,74,12,0,908,22
Sarawak,194,Petra Jaya,PH,Nor Irwan Ahmat Nor,PKR,lose,BN,BN,15017,13289,42945,30.94,57925,74.14,0,13,0,1,74,12,0,908,22
Sarawak,194,Petra Jaya,GS,Hamdan Sani,PAS,lose,BN,BN,15017,1350,42945,3.14,57925,74.14,0,13,0,1,74,12,0,908,22
Sarawak,195,Bandar Kuching,PH,Kelvin Yii Lee Wuen,DAP,win,DAP,PH,35973,48548,61123,79.43,81856,74.67,0,89,0,1,4,6,0,1193,19
Sarawak,195,Bandar Kuching,BN,Kho Teck Wan,BN,lose,DAP,PH,35973,12575,61123,20.57,81856,74.67,0,89,0,1,4,6,0,1193,19
Sarawak,196,Stampin,PH,Chong Chieng Jen,DAP,win,DAP,PH,14221,33060,51899,63.7,66240,78.35,0,64,0,1,16,18,0,4299,22
Sarawak,196,Stampin,BN,Sim Kui Hian,BN,lose,DAP,PH,14221,18839,51899,36.3,66240,78.35,0,64,0,1,16,18,0,4299,22
Sarawak,197,Kota Samarahan,BN,Rubiah Wang,BN,win,BN,BN,16992,25070,35867,69.9,46300,77.47,0,11,0,1,62,25,0,6067,5
Sarawak,197,Kota Samarahan,PH,Sopian Julaihi,PKR,lose,BN,BN,16992,8078,35867,22.52,46300,77.47,0,11,0,1,62,25,0,6067,5
Sarawak,197,Kota Samarahan,GS,Zulkipli Ramzi,PAS,lose,BN,BN,16992,2719,35867,7.58,46300,77.47,0,11,0,1,62,25,0,6067,5
Sarawak,198,Puncak Borneo,PH,Willie Mongin,PKR,win,PKR,PH,4005,18865,34520,54.65,46180,74.75,0,26,0,1,5,68,0,1065,2
Sarawak,198,Puncak Borneo,BN,Genot Anak Sinel @ Jeannoth Sinel,BN,lose,PKR,PH,4005,14860,34520,43.05,46180,74.75,0,26,0,1,5,68,0,1065,2
Sarawak,198,Puncak Borneo,STAR,Buln Patrick Ribos,STAR,lose,PKR,PH,4005,795,34520,2.3,46180,74.75,0,26,0,1,5,68,0,1065,2
Sarawak,199,Serian,BN,Richard Riot Jaem,BN,win,BN,BN,9905,17545,27419,63.99,37629,72.87,0,10,0,1,8,81,0,188,1
Sarawak,199,Serian,PH,Edward Andrew Luwak @ Edward Luwak,DAP,lose,BN,BN,9905,7640,27419,27.86,37629,72.87,0,10,0,1,8,81,0,188,1
Sarawak,199,Serian,Others,Senior William Rade,IND,lose,BN,BN,9905,2234,27419,8.15,37629,72.87,0,10,0,1,8,81,0,188,1
Sarawak,200,Batang Sadong,BN,Nancy Shukri,BN,win,BN,BN,12328,14208,17066,83.25,23213,73.52,0,5,0,0,70,24,0,103,1
Sarawak,200,Batang Sadong,PH,Othman Mustapha @ Mos,PKR,lose,BN,BN,12328,1880,17066,11.02,23213,73.52,0,5,0,0,70,24,0,103,1
Sarawak,200,Batang Sadong,GS,Asan Singkro,PAS,lose,BN,BN,12328,978,17066,5.73,23213,73.52,0,5,0,0,70,24,0,103,1
Sarawak,201,Batang Lupar,BN,Rohani Karim,BN,win,BN,BN,10277,14204,20151,70.49,29811,67.6,0,3,0,0,67,30,0,7,2
Sarawak,201,Batang Lupar,GS,Wan Abdillah Wan Ahmad,PAS,lose,BN,BN,10277,3927,20151,19.49,29811,67.6,0,3,0,0,67,30,0,7,2
Sarawak,201,Batang Lupar,PH,Narudin Mentali,PKR,lose,BN,BN,10277,2020,20151,10.02,29811,67.6,0,3,0,0,67,30,0,7,2
Sarawak,202,Sri Aman,BN,Masir Kujat,BN,win,BN,BN,5820,14141,23000,61.48,33016,69.66,0,17,0,1,10,72,0,1248,1
Sarawak,202,Sri Aman,PH,Norina Umoi Anak Utot,PKR,lose,BN,BN,5820,8321,23000,36.18,33016,69.66,0,17,0,1,10,72,0,1248,1
Sarawak,202,Sri Aman,PBDSB,Cobbold Lusoi,PBDSB,lose,BN,BN,5820,538,23000,2.34,33016,69.66,0,17,0,1,10,72,0,1248,1
Sarawak,203,Lubok Antu,Others,Tambat @ Jugah AK Muyang,IND,win,IND,IND,1059,5834,14551,40.09,20801,69.95,0,8,0,1,2,90,0,60,1
Sarawak,203,Lubok Antu,BN,Robert Pasang Alam,BN,lose,IND,IND,1059,4775,14551,32.82,20801,69.95,0,8,0,1,2,90,0,60,1
Sarawak,203,Lubok Antu,PH,Nicholas Bawin Anggat,PKR,lose,IND,IND,1059,3942,14551,27.09,20801,69.95,0,8,0,1,2,90,0,60,1
Sarawak,204,Betong,BN,Robert Lawson Chuat,BN,win,BN,BN,8116,12517,20720,60.41,29145,71.09,0,7,0,0,38,55,0,129,0
Sarawak,204,Betong,Others,Abang Ahmad Abang Suni,IND,lose,BN,BN,8116,4401,20720,21.24,29145,71.09,0,7,0,0,38,55,0,129,0
Sarawak,204,Betong,PH,Noel Changgai Bucking,PKR,lose,BN,BN,8116,3802,20720,18.35,29145,71.09,0,7,0,0,38,55,0,129,0
Sarawak,205,Saratok,PH,Ali Biju ,PKR,win,PKR,PH,989,11848,22707,52.18,30517,74.41,0,6,0,1,36,57,0,132,1
Sarawak,205,Saratok,BN,Jagah @ Subeng Mula,BN,lose,PKR,PH,989,10859,22707,47.82,30517,74.41,0,6,0,1,36,57,0,132,1
Sarawak,206,Tanjong Manis,BN,Yusuf Abd Wahab,BN,win,BN,BN,8674,11402,14130,80.69,21899,64.52,0,5,0,1,26,69,0,4,0
Sarawak,206,Tanjong Manis,PH,Mohamad Fadillah Sabali,PKR,lose,BN,BN,8674,2728,14130,19.31,21899,64.52,0,5,0,1,26,69,0,4,0
Sarawak,207,Igan,BN,Ahmad Johnie Zawawi,BN,win,BN,BN,8495,10538,12581,83.76,19592,64.21,0,4,0,0,7,89,0,88,1
Sarawak,207,Igan,PH,Andri Zulkarnaen Hamden,PKR,lose,BN,BN,8495,2043,12581,16.24,19592,64.21,0,4,0,0,7,89,0,88,1
Sarawak,208,Sarikei,PH,Wong Ling Biu,DAP,win,DAP,PH,2570,16327,30476,53.57,39561,77.04,0,63,0,1,5,32,0,372,0
Sarawak,208,Sarikei,BN,Huang Tiong Sii,BN,lose,DAP,PH,2570,13757,30476,45.14,39561,77.04,0,63,0,1,5,32,0,372,0
Sarawak,208,Sarikei,PBK,Wong Chin King,PBK,lose,DAP,PH,2570,392,30476,1.29,39561,77.04,0,63,0,1,5,32,0,372,0
Sarawak,209,Julau,Others,Larry Soon @ Larry Sng Wei Shien,IND,win,IND,IND,1931,10105,18279,55.28,25380,72.02,0,5,0,2,1,93,0,56,0
Sarawak,209,Julau,BN,Joseph Salang Gandum,BN,lose,IND,IND,1931,8174,18279,44.72,25380,72.02,0,5,0,2,1,93,0,56,0
Sarawak,210,Kanowit,BN,Ago Dagang,BN,win,BN,BN,4312,9552,14792,64.58,21022,70.36,0,12,0,1,2,86,0,72,1
Sarawak,210,Kanowit,PH,Satu Anchom,PKR,lose,BN,BN,4312,5240,14792,35.42,21022,70.36,0,12,0,1,2,86,0,72,1
Sarawak,211,Lanang,PH,Alice Lau Kiong Yieng,DAP,win,DAP,PH,14546,29905,45892,65.16,61973,74.05,0,69,0,1,4,27,0,1250,5
Sarawak,211,Lanang,BN,Kong Sien Chiu,BN,lose,DAP,PH,14546,15359,45892,33.47,61973,74.05,0,69,0,1,4,27,0,1250,5
Sarawak,211,Lanang,PEACE,Priscilla Lau,PEACE,lose,DAP,PH,14546,628,45892,1.37,61973,74.05,0,69,0,1,4,27,0,1250,5
